wealth,talent,lucky_cnt,unlucky_cnt
0.625,0.8003961067353357,4,8
20.0,0.5342633583853552,5,2
0.625,0.7691905969568869,2,6
20.0,0.6415588593558365,5,2
10.0,0.5697531463575162,5,4
0.625,0.42271949058444414,1,4
20.0,0.6231836615390878,3,1
5.0,0.6675732581369889,3,4
80.0,0.5780692363066127,4,1
2.5,0.5157284537160034,3,4
5.0,0.6483958547612173,4,3
10.0,0.4346298253504737,2,1
1.25,0.5059122489133628,5,6
2.5,0.6459043747772233,4,4
0.625,0.5891110533602171,3,5
1.25,0.4431634281640023,5,6
1.25,0.5330516101655574,0,3
2.5,0.6511180690689901,5,3
10.0,0.5076861106402841,4,2
2.5,0.6028961994412149,4,5
20.0,0.7261975141728436,6,4
20.0,0.6877021578876248,4,2
80.0,0.594558467159662,6,1
5.0,0.6524255881860463,5,6
10.0,0.5740487991167043,4,2
10.0,0.7214554294758156,6,4
20.0,0.6494083387589015,9,5
0.0390625,0.6877835735966573,3,10
5.0,0.6410933050410487,4,3
1.25,0.5598740077581964,1,4
20,0.45587295469384004,2,0
10.0,0.576326785063635,4,4
0.625,0.42656991963112456,1,4
20.0,0.4721619745112517,4,1
10.0,0.5730371483387039,3,3
2.5,0.5999175359821761,1,3
0.3125,0.7527744844324455,1,6
0.625,0.5074968090892142,4,5
5.0,0.6927732712954378,3,4
10.0,0.537931162626304,6,3
10.0,0.7343387738513689,7,5
20.0,0.6564460534388233,4,2
2.5,0.38225366186649945,2,3
0.3125,0.5781466097963164,0,5
0.3125,0.5540649384456009,1,5
40.0,0.6277597570861684,6,1
0.625,0.7257213996608181,5,7
0.3125,0.478760898305358,4,6
5.0,0.6849247694774596,4,3
5.0,0.5679829535340739,4,3
5.0,0.5326270819980927,4,3
20.0,0.7640456952435735,7,4
20.0,0.6872535589585141,3,2
10.0,0.9355286790738933,3,2
1.25,0.7039899835065424,6,7
0.15625,0.6916137072744964,0,6
20.0,0.41337719370726345,6,4
5.0,0.6941173241249375,4,4
5.0,0.5415160671104267,5,4
5.0,0.6337494273279154,5,4
40.0,0.5191148501415528,4,1
0.625,0.6851029300194134,1,5
1.25,0.5686765048660145,0,3
10.0,0.5032648385760785,3,2
0.625,0.589369555231447,0,4
10.0,0.5584852679698434,4,3
20.0,0.6800603491240019,2,1
20.0,0.6216661545487899,3,1
10.0,0.48617419153408226,5,2
5.0,0.599934877703503,5,5
0.3125,0.561494633529107,6,7
1.25,0.5201047310833647,3,5
160.0,0.6318371917463292,11,5
0.625,0.5107864667881388,1,4
5.0,0.6022896540622247,4,3
10.0,0.7290019089020964,7,6
20.0,0.6800028991551237,3,1
2.5,0.4991966226299513,3,4
10.0,0.6829139862734143,6,3
5.0,0.621203178688394,4,4
10.0,0.6113363734591467,4,2
20.0,0.7269451794172423,6,2
0.15625,0.6189997265807636,1,6
2.5,0.5806796355220157,1,3
0.15625,0.4344168141497213,3,7
40.0,0.579241843577721,4,1
40.0,0.6639927962525893,5,2
1.25,0.6647420560739682,1,3
10.0,0.722777845396053,3,2
2.5,0.6052622528299059,3,4
0.15625,0.6868653594995018,4,8
0.3125,0.6023090849162266,1,6
0.625,0.6158228743534621,1,5
2.5,0.5825774387606124,2,3
10.0,0.6953269936056574,6,6
10.0,0.6105629565456051,3,2
2.5,0.559257137309771,3,4
0.625,0.6069211393989922,3,6
40.0,0.5625671383028668,6,2
2.5,0.7083181972993995,2,3
20.0,0.6928817187314537,5,4
10.0,0.5457405189284638,4,4
10.0,0.7312468487589135,2,1
0.078125,0.6741847586848919,2,7
1.25,0.6090493548688457,3,5
5.0,0.6875521234430251,2,2
2.5,0.7557890761395452,3,3
0.3125,0.41061816385195404,4,6
0.625,0.5960323493097885,4,5
0.625,0.5480995960501555,0,4
5.0,0.5796763851614504,8,6
2.5,0.48694035015232423,6,6
10.0,0.7956878034600381,3,2
5.0,0.34317593343298375,7,3
160.0,0.6608021640494041,7,1
0.15625,0.4318981882784628,4,6
5.0,0.5714601475640192,1,2
20.0,0.6263497251477826,2,1
5.0,0.4220576097515879,4,3
160.0,0.711399940826811,6,1
1.25,0.5482214331003739,4,6
1.25,0.5745958952020973,2,5
5.0,0.45111343195933834,5,2
1.25,0.7266561813534657,2,4
20.0,0.518267987469524,5,2
2.5,0.48337263637796524,1,2
5.0,0.6368806705240849,4,4
0.15625,0.5665272861425784,1,6
10.0,0.5499283462640313,2,2
0.625,0.5957613473406977,4,7
1.25,0.7125692300334369,2,4
5.0,0.6566934178633168,1,2
80.0,0.5797452780066206,8,3
1.25,0.563260352737502,8,5
1.25,0.4829984498751391,2,4
40.0,0.6846171551141489,5,2
40.0,0.49067627753152987,9,1
5.0,0.6322949627271941,5,4
10.0,0.5746708795282162,7,6
10.0,0.5280684424026312,2,1
2.5,0.7051170492352079,1,2
5.0,0.6634500357226873,6,5
10.0,0.6083908200618264,5,2
1.25,0.7257454604402162,2,4
2.5,0.5959660968554079,5,6
1.25,0.5959965043726345,3,4
1.25,0.8290287120175002,3,6
5.0,0.5025986496383318,5,3
40.0,0.7295014827136707,5,2
10.0,0.7432185324541258,1,1
2.5,0.6360375321685645,2,3
2.5,0.5899555244491209,3,4
1.25,0.4097230334810095,5,4
1.25,0.5246059043925981,4,5
2.5,0.44315213527131614,4,4
5.0,0.5697533203112358,1,2
2.5,0.6258172832897363,3,2
5.0,0.45227140369632235,1,2
40.0,0.6461515106700486,4,1
0.625,0.5816920845697319,2,4
0.625,0.41449552365404274,4,4
10.0,0.6235820656808374,2,2
5.0,0.5810850979543944,3,3
2.5,0.5601968737569222,3,4
2.5,0.5426889253790514,2,4
40.0,0.4959970186669984,3,1
0.625,0.5906390045703149,4,5
10.0,0.7164523458330417,5,5
40.0,0.6176828652754347,4,1
10.0,0.7055956822190728,3,3
10.0,0.5890263842898269,1,1
1.25,0.6650650115318277,4,4
40.0,0.7100587730254481,4,1
160,0.5501289844498594,5,0
10.0,0.67559462345926,2,2
