wealth,talent,lucky_cnt,unlucky_cnt
1.25,0.4964764565591204,3,7
20,0.525773906999269,2,2
20.0,0.5116951576039867,5,3
40.0,0.7188809970104034,5,8
80,0.5174891509953581,3,2
5.0,0.377008772939121,4,3
5.0,0.5718734081803358,1,7
80.0,0.5859593595844483,5,2
40.0,0.5676142819252824,7,4
2.5,0.6065585311181938,4,5
80.0,0.6196895970752277,8,4
40.0,0.5098931029436649,7,6
40,0.6596427277899071,2,0
20.0,0.5501262948534255,2,2
40,0.5286261778466206,3,1
40.0,0.7558786637918542,5,6
40.0,0.5988319064650705,8,4
10.0,0.8323848570512886,1,4
40.0,0.5809671439190689,7,10
5.0,0.55638998858673,0,2
10,0.5831812559909403,1,0
40,0.5996782884307876,2,2
20.0,0.6994577237078495,3,9
40,0.6272893534290854,4,3
20,0.5776041562337012,4,1
40.0,0.4731231548207717,6,3
80,0.6345491049381209,4,1
40,0.8366229602314551,3,1
5.0,0.551248193260578,1,3
20.0,0.5633508787339634,3,2
160.0,0.6560587824873756,6,6
20.0,0.4660700895845824,9,3
5.0,0.5560378005008875,8,5
5.0,0.6428097847936777,2,10
5.0,0.5421177398921259,4,6
5.0,0.608335010975525,3,9
80,0.6140591076617746,6,2
20.0,0.6235138841186764,6,4
80,0.5511674583454031,4,2
20.0,0.5779544849171284,5,2
20.0,0.5622004727736228,8,5
80,0.666210592314648,6,4
20.0,0.6738311976590345,3,3
40.0,0.6277388466332315,3,2
5.0,0.5581472923024899,2,3
10.0,0.6195949765565799,3,5
20.0,0.5861688068500189,4,6
20.0,0.6389742176187947,3,2
40,0.6131547585026849,3,3
0.625,0.6518068663153918,1,6
80,0.4572598894051422,5,1
5.0,0.38292051527234205,3,5
10.0,0.5369467632103363,3,5
40.0,0.7406049369858873,4,4
10.0,0.6749485245713718,6,9
20,0.5563073173202289,3,1
20.0,0.6200874732254463,5,7
20.0,0.6587506299829746,3,2
5.0,0.4707313293423212,3,2
10.0,0.6386245293029225,7,6
80.0,0.7304935532533822,5,5
10.0,0.4753684665109876,7,3
10.0,0.6910726329106957,4,7
2.5,0.6099938391889173,3,6
80,0.6815803383652224,4,6
40,0.3413691677555358,4,2
40,0.5427479849551754,3,2
20.0,0.8079403450703768,4,3
80,0.45730685419284434,6,4
80,0.6984080106334023,6,2
20.0,0.6386968268442794,4,2
5.0,0.5485669007279014,2,3
160.0,0.49584465902462577,7,8
160,0.7194871805203895,5,1
20.0,0.704691189075526,8,6
40.0,0.8388793278229816,3,5
40.0,0.5295163293407177,3,1
640.0,0.7783419529297059,8,2
20.0,0.6491661115764856,4,3
20.0,0.6439009584797337,2,2
20.0,0.5705770591930606,6,5
2.5,0.5422714122688684,1,5
40.0,0.6180163427207284,6,3
10.0,0.5568114832904772,2,4
2.5,0.5673426338061989,2,4
1.25,0.4209943171972766,9,8
20.0,0.7724398980657817,5,6
20,0.8093054098009341,1,5
20.0,0.5887009469163055,5,2
5.0,0.569632731750931,4,4
10.0,0.580566602019912,3,3
20,0.749049667779634,3,0
40,0.6170094597610098,3,3
5.0,0.4606276969768962,7,7
160,0.6437863896123193,5,2
40,0.7507533941873954,5,3
5.0,0.5397316457880547,3,4
5.0,0.33025289922563417,1,2
80,0.706245444451126,4,6
10.0,0.5415498801480546,1,4
10.0,0.6187603927782263,2,4
40,0.6354432680258865,4,3
80.0,0.49092803454746725,6,3
10.0,0.6276781977104413,1,3
20.0,0.48631988913508484,2,1
5.0,0.4262178143646428,6,6
80.0,0.601541727949505,4,2
10.0,0.5894733648867748,4,4
40.0,0.5675950206716668,6,1
20.0,0.4718875170402587,7,5
20.0,0.4957471868269051,4,2
80.0,0.5942514605607989,9,3
10,0.41625043317024624,3,1
80.0,0.6015602452626556,6,3
20.0,0.7094093270877796,3,6
80.0,0.49141668009071116,6,5
160.0,0.5066079234457284,7,2
40.0,0.579688637355794,4,4
40.0,0.5776553274821543,5,4
5.0,0.6047550883406058,7,9
20.0,0.6600938426583727,5,3
20.0,0.7208666899128094,3,7
80.0,0.4871664063287502,13,7
40.0,0.621425507851127,7,7
40.0,0.6837148528593199,4,2
5.0,0.6188633764647438,5,8
20.0,0.6340861220410527,2,2
80.0,0.5921016486174308,5,3
10.0,0.4474511566621591,3,3
10.0,0.5996720651090366,5,3
5.0,0.6290654449000481,6,7
0.625,0.4542193528250589,3,9
5.0,0.5733892496929095,2,3
10.0,0.5256664888964248,1,3
20,0.347378606350441,2,0
20.0,0.6503172283154312,3,6
80.0,0.7279973275413825,5,3
2.5,0.6674462584166383,5,7
10.0,0.682370842541957,1,6
10.0,0.6392002498260281,1,4
80.0,0.6605988320983529,4,3
10.0,0.6147036301132655,5,7
5.0,0.45961571430721015,2,3
20.0,0.6821441912412398,4,4
160.0,0.5860508592909806,7,2
5.0,0.5756906091237474,5,6
160.0,0.6471856146882908,8,3
10.0,0.6567670352646023,2,6
80.0,0.5000533100409356,7,3
2.5,0.6988327732666331,2,6
80,0.5770589269901614,4,4
40,0.6454424165234435,4,0
20.0,0.5230392656495408,4,1
40,0.5457707614722398,3,1
80,0.5165344737716892,4,1
1.25,0.5791207790200301,5,6
80.0,0.7211674139675116,5,9
